Zeitstempel;Zeit in ms seit 01.01.1970;Kompasskurs Azimuth;Differenz SimplePIDController;Rudderposition SimplePIDController;Pilot Rudderposition;AKSEN Winkel Rudderposition
2013-03-27 14:30:43:0988;1364391043988;;;;108.41911;
2013-03-27 14:30:44:0016;1364391044016;73.0;;;;
2013-03-27 14:30:44:0196;1364391044196;;;;;108
2013-03-27 14:30:44:0254;1364391044254;67.3;;;;
2013-03-27 14:30:44:0396;1364391044396;;0.0;;;
2013-03-27 14:30:44:0396;1364391044396;;;109.93911111111112;;
2013-03-27 14:30:44:0396;1364391044396;;;;109.93911;
2013-03-27 14:30:44:0498;1364391044498;61.85;;;;
2013-03-27 14:30:44:0738;1364391044738;56.2;;;;
2013-03-27 14:30:44:0812;1364391044812;;;;;109
2013-03-27 14:30:44:0973;1364391044973;50.7;;;;
2013-03-27 14:30:45:0012;1364391045012;;0.0;;;
2013-03-27 14:30:45:0012;1364391045012;;;109.93911111111112;;
2013-03-27 14:30:45:0013;1364391045013;;;;109.93911;
2013-03-27 14:30:45:0209;1364391045209;49.05;;;;
2013-03-27 14:30:45:0447;1364391045447;49.9;;;;
2013-03-27 14:30:45:0498;1364391045498;;;;;109
2013-03-27 14:30:45:0684;1364391045684;49.9;;;;
2013-03-27 14:30:45:0699;1364391045699;;0.0;;;
2013-03-27 14:30:45:0699;1364391045699;;;109.93911111111112;;
2013-03-27 14:30:45:0699;1364391045699;;;;109.93911;
2013-03-27 14:30:45:0923;1364391045923;49.5;;;;
2013-03-27 14:30:46:0160;1364391046160;49.4;;;;
2013-03-27 14:30:46:0200;1364391046200;;;;;109
2013-03-27 14:30:46:0397;1364391046397;49.4;;;;
2013-03-27 14:30:46:0401;1364391046401;;0.0;;;
2013-03-27 14:30:46:0401;1364391046401;;;109.93911111111112;;
2013-03-27 14:30:46:0401;1364391046401;;;;109.93911;
2013-03-27 14:30:46:0640;1364391046640;48.4;;;;
2013-03-27 14:30:46:0877;1364391046877;47.05;;;;
2013-03-27 14:30:46:0884;1364391046884;;;;;109
2013-03-27 14:30:47:0084;1364391047084;;0.0;;;
2013-03-27 14:30:47:0084;1364391047084;;;109.93911111111112;;
2013-03-27 14:30:47:0084;1364391047084;;;;109.93911;
2013-03-27 14:30:47:0115;1364391047115;46.2;;;;
2013-03-27 14:30:47:0353;1364391047353;44.95;;;;
2013-03-27 14:30:47:0532;1364391047532;;;;;109
2013-03-27 14:30:47:0591;1364391047591;43.2;;;;
2013-03-27 14:30:47:0733;1364391047733;;0.0;;;
2013-03-27 14:30:47:0733;1364391047733;;;109.93911111111112;;
2013-03-27 14:30:47:0733;1364391047733;;;;109.93911;
2013-03-27 14:30:47:0830;1364391047830;41.55;;;;
2013-03-27 14:30:48:0066;1364391048066;39.55;;;;
2013-03-27 14:30:48:0230;1364391048230;;;;;109
2013-03-27 14:30:48:0305;1364391048305;37.95;;;;
2013-03-27 14:30:48:0431;1364391048431;;0.0;;;
2013-03-27 14:30:48:0431;1364391048431;;;109.93911111111112;;
2013-03-27 14:30:48:0432;1364391048432;;;;109.93911;
2013-03-27 14:30:48:0545;1364391048545;36.3;;;;
2013-03-27 14:30:48:0784;1364391048784;34.4;;;;
2013-03-27 14:30:48:0886;1364391048886;;;;;109
2013-03-27 14:30:49:0022;1364391049022;33.1;;;;
2013-03-27 14:30:49:0086;1364391049086;;0.0;;;
2013-03-27 14:30:49:0086;1364391049086;;;109.93911111111112;;
2013-03-27 14:30:49:0086;1364391049086;;;;109.93911;
2013-03-27 14:30:49:0259;1364391049259;31.5;;;;
2013-03-27 14:30:49:0497;1364391049497;31.55;;;;
2013-03-27 14:30:49:0540;1364391049540;;;;;109
2013-03-27 14:30:49:0734;1364391049734;31.2;;;;
2013-03-27 14:30:49:0742;1364391049742;;0.0;;;
2013-03-27 14:30:49:0742;1364391049742;;;109.93911111111112;;
2013-03-27 14:30:49:0742;1364391049742;;;;109.93911;
2013-03-27 14:30:49:0972;1364391049972;31.85;;;;
2013-03-27 14:30:50:0166;1364391050166;;;;;109
2013-03-27 14:30:50:0210;1364391050210;31.8;;;;
2013-03-27 14:30:50:0367;1364391050367;;0.0;;;
2013-03-27 14:30:50:0367;1364391050367;;;109.93911111111112;;
2013-03-27 14:30:50:0367;1364391050367;;;;109.93911;
2013-03-27 14:30:50:0447;1364391050447;32.95;;;;
2013-03-27 14:30:50:0686;1364391050686;33.35;;;;
2013-03-27 14:30:50:0798;1364391050798;;;;;109
2013-03-27 14:30:50:0928;1364391050928;35.5;;;;
2013-03-27 14:30:50:0999;1364391050999;;0.0;;;
2013-03-27 14:30:50:0999;1364391050999;;;109.93911111111112;;
2013-03-27 14:30:50:0999;1364391050999;;;;109.93911;
2013-03-27 14:30:51:0165;1364391051165;34.05;;;;
2013-03-27 14:30:51:0403;1364391051403;32.2;;;;
2013-03-27 14:30:51:0418;1364391051418;;;;;109
2013-03-27 14:30:51:0619;1364391051619;;0.0;;;
2013-03-27 14:30:51:0619;1364391051619;;;109.93911111111112;;
2013-03-27 14:30:51:0619;1364391051619;;;;109.93911;
2013-03-27 14:30:51:0641;1364391051641;31.0;;;;
2013-03-27 14:30:51:0879;1364391051879;28.7;;;;
2013-03-27 14:30:52:0029;1364391052029;;;;;109
2013-03-27 14:30:52:0117;1364391052117;26.25;;;;
2013-03-27 14:30:52:0230;1364391052230;;0.0;;;
2013-03-27 14:30:52:0230;1364391052230;;;109.93911111111112;;
2013-03-27 14:30:52:0230;1364391052230;;;;109.93911;
2013-03-27 14:30:52:0354;1364391052354;23.95;;;;
2013-03-27 14:30:52:0592;1364391052592;20.2;;;;
2013-03-27 14:30:52:0667;1364391052667;;;;;109
2013-03-27 14:30:52:0830;1364391052830;17.25;;;;
2013-03-27 14:30:52:0868;1364391052868;;0.0;;;
2013-03-27 14:30:52:0868;1364391052868;;;109.93911111111112;;
2013-03-27 14:30:52:0868;1364391052868;;;;109.93911;
2013-03-27 14:30:53:0074;1364391053074;14.3;;;;
2013-03-27 14:30:53:0296;1364391053296;;;;;109
2013-03-27 14:30:53:0309;1364391053309;12.1;;;;
2013-03-27 14:30:53:0497;1364391053497;;0.0;;;
2013-03-27 14:30:53:0497;1364391053497;;;109.93911111111112;;
2013-03-27 14:30:53:0497;1364391053497;;;;109.93911;
2013-03-27 14:30:53:0546;1364391053546;10.6;;;;
2013-03-27 14:30:53:0785;1364391053785;10.2;;;;
2013-03-27 14:30:53:0925;1364391053925;;;;;109
2013-03-27 14:30:54:0024;1364391054024;8.8;;;;
2013-03-27 14:30:54:0125;1364391054125;;0.0;;;
2013-03-27 14:30:54:0125;1364391054125;;;109.93911111111112;;
2013-03-27 14:30:54:0126;1364391054126;;;;109.93911;
2013-03-27 14:30:54:0260;1364391054260;10.0;;;;
2013-03-27 14:30:54:0498;1364391054498;11.3;;;;
2013-03-27 14:30:54:0531;1364391054531;;;;;109
2013-03-27 14:30:54:0731;1364391054731;;0.0;;;
2013-03-27 14:30:54:0731;1364391054731;;;109.93911111111112;;
2013-03-27 14:30:54:0731;1364391054731;;;;109.93911;
2013-03-27 14:30:54:0735;1364391054735;12.05;;;;
2013-03-27 14:30:54:0972;1364391054972;16.25;;;;
2013-03-27 14:30:55:0159;1364391055159;;;;;109
2013-03-27 14:30:55:0216;1364391055216;20.3;;;;
2013-03-27 14:30:55:0360;1364391055360;;0.0;;;
2013-03-27 14:30:55:0360;1364391055360;;;109.93911111111112;;
2013-03-27 14:30:55:0360;1364391055360;;;;109.93911;
2013-03-27 14:30:55:0453;1364391055453;25.8;;;;
2013-03-27 14:30:55:0690;1364391055690;29.8;;;;
2013-03-27 14:30:55:0818;1364391055818;;;;;109
2013-03-27 14:30:55:0949;1364391055949;33.95;;;;
2013-03-27 14:30:56:0165;1364391056165;34.9;;;;
2013-03-27 14:30:56:0244;1364391056244;;0.0;;;
2013-03-27 14:30:56:0244;1364391056244;;;109.93911111111112;;
2013-03-27 14:30:56:0244;1364391056244;;;;109.93911;
2013-03-27 14:30:56:0478;1364391056478;33.4;;;;
2013-03-27 14:30:56:0643;1364391056643;31.6;;;;
2013-03-27 14:30:56:0709;1364391056709;;;;;109
2013-03-27 14:30:56:0879;1364391056879;33.4;;;;
2013-03-27 14:30:56:0909;1364391056909;;0.0;;;
2013-03-27 14:30:56:0909;1364391056909;;;109.93911111111112;;
2013-03-27 14:30:56:0909;1364391056909;;;;109.93911;
2013-03-27 14:30:57:0120;1364391057120;35.6;;;;
2013-03-27 14:30:57:0326;1364391057326;;;;;109
2013-03-27 14:30:57:0359;1364391057359;38.1;;;;
2013-03-27 14:30:57:0528;1364391057528;;0.0;;;
2013-03-27 14:30:57:0528;1364391057528;;;109.93911111111112;;
2013-03-27 14:30:57:0528;1364391057528;;;;109.93911;
2013-03-27 14:30:57:0595;1364391057595;41.6;;;;
2013-03-27 14:30:57:0834;1364391057834;45.15;;;;
2013-03-27 14:30:57:0947;1364391057947;;;;;109
2013-03-27 14:30:58:0071;1364391058071;48.35;;;;
2013-03-27 14:30:58:0155;1364391058155;;0.0;;;
2013-03-27 14:30:58:0155;1364391058155;;;109.93911111111112;;
2013-03-27 14:30:58:0155;1364391058155;;;;109.93911;
2013-03-27 14:30:58:0309;1364391058309;50.7;;;;
2013-03-27 14:30:58:0560;1364391058560;54.95;;;;
2013-03-27 14:30:58:0602;1364391058602;;;;;109
2013-03-27 14:30:58:0785;1364391058785;62.65;;;;
2013-03-27 14:30:58:0802;1364391058802;;0.0;;;
2013-03-27 14:30:58:0802;1364391058802;;;109.93911111111112;;
2013-03-27 14:30:58:0802;1364391058802;;;;109.93911;
2013-03-27 14:30:59:0022;1364391059022;68.85;;;;
2013-03-27 14:30:59:0260;1364391059260;72.05;;;;
2013-03-27 14:30:59:0302;1364391059302;;;;;109
2013-03-27 14:30:59:0503;1364391059503;81.5;;;;
2013-03-27 14:30:59:0504;1364391059504;;0.0;;;
2013-03-27 14:30:59:0504;1364391059504;;;109.93911111111112;;
2013-03-27 14:30:59:0504;1364391059504;;;;109.93911;
2013-03-27 14:30:59:0739;1364391059739;94.35;;;;
2013-03-27 14:30:59:0942;1364391059942;;;;;109
2013-03-27 14:30:59:0977;1364391059977;103.35;;;;
2013-03-27 14:31:00:0143;1364391060143;;0.0;;;
2013-03-27 14:31:00:0143;1364391060143;;;109.93911111111112;;
2013-03-27 14:31:00:0144;1364391060144;;;;109.93911;
2013-03-27 14:31:00:0215;1364391060215;109.75;;;;
2013-03-27 14:31:00:0453;1364391060453;115.6;;;;
2013-03-27 14:31:00:0571;1364391060571;;;;;109
2013-03-27 14:31:00:0691;1364391060691;126.5;;;;
2013-03-27 14:31:00:0771;1364391060771;;0.0;;;
2013-03-27 14:31:00:0771;1364391060771;;;109.93911111111112;;
2013-03-27 14:31:00:0771;1364391060771;;;;109.93911;
2013-03-27 14:31:00:0929;1364391060929;137.65;;;;
2013-03-27 14:31:01:0166;1364391061166;144.15;;;;
2013-03-27 14:31:01:0205;1364391061205;;;;;109
2013-03-27 14:31:01:0404;1364391061404;150.35;;;;
2013-03-27 14:31:01:0405;1364391061405;;-14.222222222222229;;;
2013-03-27 14:31:01:0405;1364391061405;;;106.38355555555556;;
2013-03-27 14:31:01:0405;1364391061405;;;;106.38355;
2013-03-27 14:31:01:0571;1364391061571;;;;;106
2013-03-27 14:31:01:0646;1364391061646;167.4;;;;
2013-03-27 14:31:01:0771;1364391061771;;-27.33333333333333;;;
2013-03-27 14:31:01:0771;1364391061771;;;100.96355555555557;;
2013-03-27 14:31:01:0771;1364391061771;;;;100.963554;
2013-03-27 14:31:01:0883;1364391061883;179.6;;;;
2013-03-27 14:31:01:0954;1364391061954;;;;;100
2013-03-27 14:31:02:0121;1364391062121;196.25;;;;
2013-03-27 14:31:02:0154;1364391062154;;-44.84444444444445;;;
2013-03-27 14:31:02:0154;1364391062154;;;90.31244444444445;;
2013-03-27 14:31:02:0154;1364391062154;;;;90.31245;
2013-03-27 14:31:02:0297;1364391062297;;;;;90
2013-03-27 14:31:02:0359;1364391062359;201.2;;;;
2013-03-27 14:31:02:0498;1364391062498;;-38.62222222222222;;;
2013-03-27 14:31:02:0498;1364391062498;;;81.41955555555556;;
2013-03-27 14:31:02:0498;1364391062498;;;;81.419556;
2013-03-27 14:31:02:0597;1364391062597;204.75;;;;
2013-03-27 14:31:02:0669;1364391062669;;;;;81
2013-03-27 14:31:02:0834;1364391062834;204.6;;;;
2013-03-27 14:31:02:0869;1364391062869;;-31.888888888888886;;;
2013-03-27 14:31:02:0869;1364391062869;;;73.71666666666667;;
2013-03-27 14:31:02:0869;1364391062869;;;;73.71667;
2013-03-27 14:31:03:0013;1364391063013;;;;;73
2013-03-27 14:31:03:0072;1364391063072;204.7;;;;
2013-03-27 14:31:03:0214;1364391063214;;-23.888888888888886;;;
2013-03-27 14:31:03:0214;1364391063214;;;67.39777777777779;;
2013-03-27 14:31:03:0214;1364391063214;;;;67.39778;
2013-03-27 14:31:03:0309;1364391063309;203.7;;;;
2013-03-27 14:31:03:0355;1364391063355;;;;;67
2013-03-27 14:31:03:0547;1364391063547;197.65;;;;
2013-03-27 14:31:03:0555;1364391063555;;-12.600000000000001;;;
2013-03-27 14:31:03:0555;1364391063555;;;63.98111111111112;;
2013-03-27 14:31:03:0555;1364391063555;;;;63.98111;
2013-03-27 14:31:03:0711;1364391063711;;;;;63
2013-03-27 14:31:03:0791;1364391063791;200.4;;;;
2013-03-27 14:31:03:0911;1364391063911;;-10.866666666666667;;;
2013-03-27 14:31:03:0911;1364391063911;;;60.28844444444445;;
2013-03-27 14:31:03:0911;1364391063911;;;;60.288445;
2013-03-27 14:31:04:0031;1364391064031;200.3;;;;
2013-03-27 14:31:04:0103;1364391064103;;;;;60
2013-03-27 14:31:04:0264;1364391064264;195.9;;;;
2013-03-27 14:31:04:0303;1364391064303;;-4.088888888888889;;;
2013-03-27 14:31:04:0303;1364391064303;;;58.87422222222223;;
2013-03-27 14:31:04:0303;1364391064303;;;;58.87422;
2013-03-27 14:31:04:0441;1364391064441;;;;;58
2013-03-27 14:31:04:0503;1364391064503;196.5;;;;
2013-03-27 14:31:04:0641;1364391064641;;-2.8444444444444485;;;
2013-03-27 14:31:04:0641;1364391064641;;;57.14444444444445;;
2013-03-27 14:31:04:0641;1364391064641;;;;57.144444;
2013-03-27 14:31:04:0739;1364391064739;201.0;;;;
2013-03-27 14:31:04:0787;1364391064787;;;;;57
2013-03-27 14:31:04:0977;1364391064977;204.8;;;;
2013-03-27 14:31:04:0987;1364391064987;;-7.888888888888886;;;
2013-03-27 14:31:04:0987;1364391064987;;;54.854888888888894;;
2013-03-27 14:31:04:0987;1364391064987;;;;54.85489;
2013-03-27 14:31:05:0129;1364391065129;;;;;54
2013-03-27 14:31:05:0222;1364391065222;211.9;;;;
2013-03-27 14:31:05:0329;1364391065329;;-10.177777777777777;;;
2013-03-27 14:31:05:0329;1364391065329;;;51.20377777777779;;
2013-03-27 14:31:05:0329;1364391065329;;;;51.203777;
2013-03-27 14:31:05:0454;1364391065454;225.45;;;;
2013-03-27 14:31:05:0469;1364391065469;;;;;51
2013-03-27 14:31:05:0670;1364391065670;;-17.0;;;
2013-03-27 14:31:05:0670;1364391065670;;;46.396444444444455;;
2013-03-27 14:31:05:0670;1364391065670;;;;46.396446;
2013-03-27 14:31:05:0691;1364391065691;230.6;;;;
2013-03-27 14:31:05:0810;1364391065810;;;;;46
2013-03-27 14:31:05:0934;1364391065934;237.75;;;;
2013-03-27 14:31:06:0011;1364391066011;;-12.0;;;
2013-03-27 14:31:06:0011;1364391066011;;;42.47644444444445;;
2013-03-27 14:31:06:0011;1364391066011;;;;42.476444;
2013-03-27 14:31:06:0168;1364391066168;;;;;42
2013-03-27 14:31:06:0170;1364391066170;245.35;;;;
2013-03-27 14:31:06:0368;1364391066368;;-8.0;;;
2013-03-27 14:31:06:0368;1364391066368;;;39.35644444444445;;
2013-03-27 14:31:06:0368;1364391066368;;;;39.356445;
2013-03-27 14:31:06:0407;1364391066407;251.5;;;;
2013-03-27 14:31:06:0519;1364391066519;;;;;39
2013-03-27 14:31:06:0646;1364391066646;256.55;;;;
2013-03-27 14:31:06:0720;1364391066720;;-5.0;;;
2013-03-27 14:31:06:0720;1364391066720;;;37.02644444444445;;
2013-03-27 14:31:06:0720;1364391066720;;;;37.026443;
2013-03-27 14:31:06:0872;1364391066872;;;;;37
2013-03-27 14:31:06:0884;1364391066884;259.8;;;;
2013-03-27 14:31:07:0072;1364391067072;;-3.0;;;
2013-03-27 14:31:07:0072;1364391067072;;;35.47644444444445;;
2013-03-27 14:31:07:0073;1364391067073;;;;35.476444;
2013-03-27 14:31:07:0121;1364391067121;259.9;;;;
2013-03-27 14:31:07:0216;1364391067216;;;;;35
2013-03-27 14:31:07:0358;1364391067358;259.6;;;;
2013-03-27 14:31:07:0416;1364391067416;;-1.0;;;
2013-03-27 14:31:07:0416;1364391067416;;;33.94644444444445;;
2013-03-27 14:31:07:0417;1364391067417;;;;33.946445;
2013-03-27 14:31:07:0597;1364391067597;259.1;;;;
2013-03-27 14:31:07:0758;1364391067758;;;;;33
2013-03-27 14:31:07:0834;1364391067834;259.2;;;;
2013-03-27 14:31:07:0959;1364391067959;;-1.0;;;
2013-03-27 14:31:07:0959;1364391067959;;;33.936444444444454;;
2013-03-27 14:31:07:0959;1364391067959;;;;33.936443;
2013-03-27 14:31:08:0077;1364391068077;259.2;;;;
2013-03-27 14:31:08:0294;1364391068294;;;;;33
2013-03-27 14:31:08:0314;1364391068314;259.1;;;;
2013-03-27 14:31:08:0495;1364391068495;;-1.0;;;
2013-03-27 14:31:08:0495;1364391068495;;;33.92644444444445;;
2013-03-27 14:31:08:0495;1364391068495;;;;33.926445;
2013-03-27 14:31:08:0552;1364391068552;259.25;;;;
2013-03-27 14:31:08:0789;1364391068789;259.2;;;;
2013-03-27 14:31:08:0834;1364391068834;;;;;33
2013-03-27 14:31:09:0027;1364391069027;256.2;;;;
2013-03-27 14:31:09:0035;1364391069035;;-1.0;;;
2013-03-27 14:31:09:0035;1364391069035;;;33.91644444444445;;
2013-03-27 14:31:09:0035;1364391069035;;;;33.916443;
2013-03-27 14:31:09:0266;1364391069266;248.85;;;;
2013-03-27 14:31:09:0417;1364391069417;;;;;33
2013-03-27 14:31:09:0504;1364391069504;238.25;;;;
2013-03-27 14:31:09:0618;1364391069618;;-1.0;;;
2013-03-27 14:31:09:0618;1364391069618;;;33.90644444444445;;
2013-03-27 14:31:09:0618;1364391069618;;;;33.906445;
2013-03-27 14:31:09:0742;1364391069742;225.85;;;;
2013-03-27 14:31:09:0963;1364391069963;;;;;33
2013-03-27 14:31:09:0981;1364391069981;216.05;;;;
2013-03-27 14:31:10:0164;1364391070164;;5.044444444444444;;;
2013-03-27 14:31:10:0164;1364391070164;;;35.40755555555556;;
2013-03-27 14:31:10:0164;1364391070164;;;;35.407555;
2013-03-27 14:31:10:0221;1364391070221;204.7;;;;
2013-03-27 14:31:10:0317;1364391070317;;;;;35
2013-03-27 14:31:10:0459;1364391070459;199.1;;;;
2013-03-27 14:31:10:0518;1364391070518;;17.888888888888886;;;
2013-03-27 14:31:10:0518;1364391070518;;;38.66911111111112;;
2013-03-27 14:31:10:0519;1364391070519;;;;38.66911;
2013-03-27 14:31:10:0671;1364391070671;;;;;38
2013-03-27 14:31:10:0697;1364391070697;189.65;;;;
2013-03-27 14:31:10:0872;1364391070872;;22.444444444444443;;;
2013-03-27 14:31:10:0872;1364391070872;;;42.9868888888889;;
2013-03-27 14:31:10:0872;1364391070872;;;;42.98689;
2013-03-27 14:31:10:0933;1364391070933;182.95;;;;
2013-03-27 14:31:11:0022;1364391071022;;;;;42
2013-03-27 14:31:11:0172;1364391071172;179.55;;;;
2013-03-27 14:31:11:0222;1364391071222;;26.0;;;
2013-03-27 14:31:11:0222;1364391071222;;;48.10022222222223;;
2013-03-27 14:31:11:0222;1364391071222;;;;48.100224;
2013-03-27 14:31:11:0363;1364391071363;;;;;48
2013-03-27 14:31:11:0410;1364391071410;178.4;;;;
2013-03-27 14:31:11:0563;1364391071563;;20.888888888888886;;;
2013-03-27 14:31:11:0563;1364391071563;;;53.08244444444445;;
2013-03-27 14:31:11:0563;1364391071563;;;;53.082443;
2013-03-27 14:31:11:0646;1364391071646;177.85;;;;
2013-03-27 14:31:11:0715;1364391071715;;;;;53
2013-03-27 14:31:11:0885;1364391071885;177.35;;;;
2013-03-27 14:31:11:0916;1364391071916;;16.77777777777777;;;
2013-03-27 14:31:11:0916;1364391071916;;;57.26355555555556;;
2013-03-27 14:31:11:0916;1364391071916;;;;57.263557;
2013-03-27 14:31:12:0073;1364391072073;;;;;57
2013-03-27 14:31:12:0123;1364391072123;177.4;;;;
2013-03-27 14:31:12:0273;1364391072273;;12.777777777777771;;;
2013-03-27 14:31:12:0273;1364391072273;;;60.43133333333334;;
2013-03-27 14:31:12:0273;1364391072273;;;;60.43133;
2013-03-27 14:31:12:0365;1364391072365;177.2;;;;
2013-03-27 14:31:12:0409;1364391072409;;;;;60
2013-03-27 14:31:12:0601;1364391072601;176.5;;;;
2013-03-27 14:31:12:0609;1364391072609;;10.666666666666671;;;
2013-03-27 14:31:12:0609;1364391072609;;;63.03133333333334;;
2013-03-27 14:31:12:0609;1364391072609;;;;63.031334;
2013-03-27 14:31:12:0749;1364391072749;;;;;63
2013-03-27 14:31:12:0840;1364391072840;176.65;;;;
2013-03-27 14:31:12:0950;1364391072950;;7.666666666666671;;;
2013-03-27 14:31:12:0950;1364391072950;;;65.388;;
2013-03-27 14:31:12:0950;1364391072950;;;;65.388;
2013-03-27 14:31:13:0077;1364391073077;177.0;;;;
2013-03-27 14:31:13:0119;1364391073119;;;;;65
2013-03-27 14:31:13:0315;1364391073315;176.7;;;;
2013-03-27 14:31:13:0319;1364391073319;;5.666666666666671;;;
2013-03-27 14:31:13:0319;1364391073319;;;66.96466666666667;;
2013-03-27 14:31:13:0319;1364391073319;;;;66.96467;
2013-03-27 14:31:13:0465;1364391073465;;;;;66
2013-03-27 14:31:13:0555;1364391073555;176.8;;;;
2013-03-27 14:31:13:0665;1364391073665;;4.666666666666671;;;
2013-03-27 14:31:13:0665;1364391073665;;;67.77133333333335;;
2013-03-27 14:31:13:0665;1364391073665;;;;67.77133;
2013-03-27 14:31:13:0791;1364391073791;177.2;;;;
2013-03-27 14:31:13:0799;1364391073799;;;;;67
2013-03-27 14:31:14:0000;1364391074000;;2.7777777777777715;;;
2013-03-27 14:31:14:0000;1364391074000;;;68.34577777777778;;
2013-03-27 14:31:14:0001;1364391074001;;;;68.34578;
2013-03-27 14:31:14:0029;1364391074029;176.9;;;;
2013-03-27 14:31:14:0135;1364391074135;;;;;68
2013-03-27 14:31:14:0266;1364391074266;177.1;;;;
2013-03-27 14:31:14:0335;1364391074335;;1.7777777777777715;;;
2013-03-27 14:31:14:0335;1364391074335;;;69.12355555555555;;
2013-03-27 14:31:14:0335;1364391074335;;;;69.12356;
2013-03-27 14:31:14:0475;1364391074475;;;;;69
2013-03-27 14:31:14:0509;1364391074509;177.35;;;;
2013-03-27 14:31:14:0675;1364391074675;;0.7777777777777715;;;
2013-03-27 14:31:14:0675;1364391074675;;;69.89133333333334;;
2013-03-27 14:31:14:0675;1364391074675;;;;69.891335;
2013-03-27 14:31:14:0746;1364391074746;177.1;;;;
2013-03-27 14:31:14:0831;1364391074831;;;;;69
2013-03-27 14:31:14:0985;1364391074985;177.1;;;;
2013-03-27 14:31:15:0033;1364391075033;;0.7777777777777715;;;
2013-03-27 14:31:15:0033;1364391075033;;;69.89911111111111;;
2013-03-27 14:31:15:0035;1364391075035;;;;69.89911;
2013-03-27 14:31:15:0197;1364391075197;;;;;69
2013-03-27 14:31:15:0222;1364391075222;177.3;;;;
2013-03-27 14:31:15:0397;1364391075397;;0.7777777777777715;;;
2013-03-27 14:31:15:0397;1364391075397;;;69.9068888888889;;
2013-03-27 14:31:15:0397;1364391075397;;;;69.90689;
2013-03-27 14:31:15:0459;1364391075459;177.35;;;;
2013-03-27 14:31:15:0545;1364391075545;;;;;69
2013-03-27 14:31:15:0696;1364391075696;178.3;;;;
2013-03-27 14:31:15:0745;1364391075745;;-0.11111111111111427;;;
2013-03-27 14:31:15:0745;1364391075745;;;69.69244444444445;;
2013-03-27 14:31:15:0745;1364391075745;;;;69.692444;
2013-03-27 14:31:15:0885;1364391075885;;;;;69
2013-03-27 14:31:15:0935;1364391075935;189.95;;;;
2013-03-27 14:31:16:0085;1364391076085;;-8.555555555555557;;;
2013-03-27 14:31:16:0085;1364391076085;;;67.58022222222223;;
2013-03-27 14:31:16:0085;1364391076085;;;;67.58022;
2013-03-27 14:31:16:0173;1364391076173;193.6;;;;
2013-03-27 14:31:16:0223;1364391076223;;;;;67
2013-03-27 14:31:16:0410;1364391076410;195.65;;;;
2013-03-27 14:31:16:0423;1364391076423;;-11.088888888888889;;;
2013-03-27 14:31:16:0423;1364391076423;;;64.86133333333333;;
2013-03-27 14:31:16:0423;1364391076423;;;;64.861336;
